airflow,brand_id,capacity_class,capacity_kw,confidence,cooling_capacity_btu_max,cooling_capacity_btu_min,cooling_capacity_kw_max,cooling_capacity_kw_min,cooling_type,cop,cspf,equipment_subtype,equipment_type,external_static_pressure_pa,extraction_method,frequency,frequency_source,gas_pipe_mm,indoor_model,inverter,is_active,issues,liquid_pipe_mm,max_actual_pipe_length_m,max_height_difference_m,mode,model_code,name,noise_level,outdoor_family_label,outdoor_model,outdoor_series,phase,power_variant,product_category_id,readiness,refrigerant,refrigerant_gas,robots,schema_enabled,series,sku,source_column,source_page,source_pdf,source_pdf_page,source_printed_page,source_row,source_section,source_sha256,source_table,technical_capacity_btu,voltage,voltage_source
28 / 25 / 22,1,100,10.0,VERIFIED_TECHNICAL_TABLE,-38200,17100,-11.2,5.0,1_chieu,3.03,4.82,Tủ đứng đặt sàn,floor_standing,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FVA100AMVM,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FVA100AMVM/RZF100DVM,Điều hòa Daikin SkyAir Tủ đứng đặt sàn FVA100AMVM/RZF100DVM,50 / 47 / 44,Inverter cao cấp,RZF100DVM,RZF,1,Dàn nóng,25,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Tủ đứng đặt sàn,FVA100AMVM-RZF100DVM,8,57,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,57,112|113,6,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,2,34100,220-240/220-230,"1 Pha, 220-240 / 220-230V, 50 / 60Hz"
28 / 26 / 24,1,125,12.5,VERIFIED_TECHNICAL_TABLE,-47800,19500,-14.0,5.7,1_chieu,3.13,5.19,Tủ đứng đặt sàn,floor_standing,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FVA125AMVM,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FVA125AMVM/RZF125DVM,Điều hòa Daikin SkyAir Tủ đứng đặt sàn FVA125AMVM/RZF125DVM,51 / 48 / 46,Inverter cao cấp,RZF125DVM,RZF,1,Dàn nóng,25,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Tủ đứng đặt sàn,FVA125AMVM-RZF125DVM,9,57,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,57,112|113,6,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,2,42700,220-240/220-230,"1 Pha, 220-240 / 220-230V, 50 / 60Hz"
30 / 28 / 26,1,140,14.0,VERIFIED_TECHNICAL_TABLE,-52900,21200,-15.5,6.2,1_chieu,2.75,4.75,Tủ đứng đặt sàn,floor_standing,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FVA140AMVM,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FVA140AMVM/RZF140DVM,Điều hòa Daikin SkyAir Tủ đứng đặt sàn FVA140AMVM/RZF140DVM,53 / 51 / 48,Inverter cao cấp,RZF140DVM,RZF,1,Dàn nóng,25,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Tủ đứng đặt sàn,FVA140AMVM-RZF140DVM,10,57,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,57,112|113,6,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,2,47800,220-240/220-230,"1 Pha, 220-240 / 220-230V, 50 / 60Hz"
28 / 25 / 22,1,100,10.0,VERIFIED_TECHNICAL_TABLE,-38200,17100,-11.2,5.0,1_chieu,2.87,4.19,Tủ đứng đặt sàn,floor_standing,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FVA100AMVM,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FVA100AMVM/RZF100CVM,Điều hòa Daikin SkyAir Tủ đứng đặt sàn FVA100AMVM/RZF100CVM,50 / 47 / 44,Inverter cao cấp,RZF100CVM,RZF,1,Dàn nóng,25,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Tủ đứng đặt sàn,FVA100AMVM-RZF100CVM,5,57,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,57,112|113,6,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,3,34100,220-240/220-230,"1 Pha, 220-240 / 220-230V, 50 / 60Hz"
28 / 26 / 24,1,125,12.5,VERIFIED_TECHNICAL_TABLE,-47800,19500,-14.0,5.7,1_chieu,2.79,4.67,Tủ đứng đặt sàn,floor_standing,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FVA125AMVM,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FVA125AMVM/RZF125CVM,Điều hòa Daikin SkyAir Tủ đứng đặt sàn FVA125AMVM/RZF125CVM,51 / 48 / 46,Inverter cao cấp,RZF125CVM,RZF,1,Dàn nóng,25,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Tủ đứng đặt sàn,FVA125AMVM-RZF125CVM,6,57,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,57,112|113,6,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,3,42700,220-240/220-230,"1 Pha, 220-240 / 220-230V, 50 / 60Hz"
30 / 28 / 26,1,140,14.0,VERIFIED_TECHNICAL_TABLE,-52900,21200,-15.5,6.2,1_chieu,2.45,4.18,Tủ đứng đặt sàn,floor_standing,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FVA140AMVM,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FVA140AMVM/RZF140CVM,Điều hòa Daikin SkyAir Tủ đứng đặt sàn FVA140AMVM/RZF140CVM,53 / 51 / 48,Inverter cao cấp,RZF140CVM,RZF,1,Dàn nóng,25,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Tủ đứng đặt sàn,FVA140AMVM-RZF140CVM,7,57,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,57,112|113,6,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,3,47800,220-240/220-230,"1 Pha, 220-240 / 220-230V, 50 / 60Hz"
18 / 16 / 14,1,71,7.1,VERIFIED_TECHNICAL_TABLE,-27300,10900,-8.0,3.2,1_chieu,3.05,5.16,Tủ đứng đặt sàn,floor_standing,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FVA71AMVM,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FVA71AMVM/RZF71DYM,Điều hòa Daikin SkyAir Tủ đứng đặt sàn FVA71AMVM/RZF71DYM,43 / 41 / 38,Inverter cao cấp,RZF71DYM,RZF,3,Dàn nóng,25,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Tủ đứng đặt sàn,FVA71AMVM-RZF71DYM,5,57,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,57,112|113,6,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,4,24200,380-415/380,"3 Pha, 380-415 / 380V, 50 / 60Hz"
28 / 25 / 22,1,100,10.0,VERIFIED_TECHNICAL_TABLE,-38200,17100,-11.2,5.0,1_chieu,3.03,4.82,Tủ đứng đặt sàn,floor_standing,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FVA100AMVM,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FVA100AMVM/RZF100DYM,Điều hòa Daikin SkyAir Tủ đứng đặt sàn FVA100AMVM/RZF100DYM,50 / 47 / 44,Inverter cao cấp,RZF100DYM,RZF,3,Dàn nóng,25,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Tủ đứng đặt sàn,FVA100AMVM-RZF100DYM,6,57,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,57,112|113,6,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,4,34100,380-415/380,"3 Pha, 380-415 / 380V, 50 / 60Hz"
28 / 26 / 24,1,125,12.5,VERIFIED_TECHNICAL_TABLE,-47800,19500,-14.0,5.7,1_chieu,3.13,5.19,Tủ đứng đặt sàn,floor_standing,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FVA125AMVM,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FVA125AMVM/RZF125DYM,Điều hòa Daikin SkyAir Tủ đứng đặt sàn FVA125AMVM/RZF125DYM,51 / 48 / 46,Inverter cao cấp,RZF125DYM,RZF,3,Dàn nóng,25,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Tủ đứng đặt sàn,FVA125AMVM-RZF125DYM,7,57,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,57,112|113,6,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,4,42700,380-415/380,"3 Pha, 380-415 / 380V, 50 / 60Hz"
30 / 28 / 26,1,140,14.0,VERIFIED_TECHNICAL_TABLE,-52900,21200,-15.5,6.2,1_chieu,2.75,4.75,Tủ đứng đặt sàn,floor_standing,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FVA140AMVM,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FVA140AMVM/RZF140DYM,Điều hòa Daikin SkyAir Tủ đứng đặt sàn FVA140AMVM/RZF140DYM,53 / 51 / 48,Inverter cao cấp,RZF140DYM,RZF,3,Dàn nóng,25,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Tủ đứng đặt sàn,FVA140AMVM-RZF140DYM,8,57,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,57,112|113,6,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,4,47800,380-415/380,"3 Pha, 380-415 / 380V, 50 / 60Hz"
28 / 25 / 22,1,100,10.0,VERIFIED_TECHNICAL_TABLE,-38200,17100,-11.2,5.0,1_chieu,2.87,4.19,Tủ đứng đặt sàn,floor_standing,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FVA100AMVM,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FVA100AMVM/RZF100CYM,Điều hòa Daikin SkyAir Tủ đứng đặt sàn FVA100AMVM/RZF100CYM,50 / 47 / 44,Inverter cao cấp,RZF100CYM,RZF,3,Dàn nóng,25,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Tủ đứng đặt sàn,FVA100AMVM-RZF100CYM,5,57,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,57,112|113,6,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,5,34100,380-415/380,"3 Pha, 380-415 / 380V, 50 / 60Hz"
28 / 26 / 24,1,125,12.5,VERIFIED_TECHNICAL_TABLE,-47800,19500,-14.0,5.7,1_chieu,2.79,4.67,Tủ đứng đặt sàn,floor_standing,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FVA125AMVM,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FVA125AMVM/RZF125CYM,Điều hòa Daikin SkyAir Tủ đứng đặt sàn FVA125AMVM/RZF125CYM,51 / 48 / 46,Inverter cao cấp,RZF125CYM,RZF,3,Dàn nóng,25,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Tủ đứng đặt sàn,FVA125AMVM-RZF125CYM,6,57,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,57,112|113,6,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,5,42700,380-415/380,"3 Pha, 380-415 / 380V, 50 / 60Hz"
30 / 28 / 26,1,140,14.0,VERIFIED_TECHNICAL_TABLE,-52900,21200,-15.5,6.2,1_chieu,2.45,4.18,Tủ đứng đặt sàn,floor_standing,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FVA140AMVM,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FVA140AMVM/RZF140CYM,Điều hòa Daikin SkyAir Tủ đứng đặt sàn FVA140AMVM/RZF140CYM,53 / 51 / 48,Inverter cao cấp,RZF140CYM,RZF,3,Dàn nóng,25,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Tủ đứng đặt sàn,FVA140AMVM-RZF140CYM,7,57,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,57,112|113,6,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,5,47800,380-415/380,"3 Pha, 380-415 / 380V, 50 / 60Hz"
15 / 13.5 / 12 / 11 / 10,1,50,5.0,VERIFIED_TECHNICAL_TABLE,-19100,7800,-5.6,2.3,1_chieu,4.27,6.60,Áp trần,ceiling_suspended,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FHA50DVMV,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FHA50DVMV/RZF50DVM,Điều hòa Daikin SkyAir Áp trần FHA50DVMV/RZF50DVM,37 / 36 / 35 / 33.5 / 32,Inverter cao cấp,RZF50DVM,RZF,1,Dàn nóng,23,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Áp trần,FHA50DVMV-RZF50DVM,6,58,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,58,114|115,6,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,2,17100,220-240/220-230,"1 Pha, 220-240 / 220-230V, 50 / 60Hz"
15 / 13.5 / 12 / 11 / 10,1,60,6.0,VERIFIED_TECHNICAL_TABLE,-21500,8900,-6.3,2.6,1_chieu,3.87,6.25,Áp trần,ceiling_suspended,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FHA60DVMV,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FHA60DVMV/RZF60DVM,Điều hòa Daikin SkyAir Áp trần FHA60DVMV/RZF60DVM,37 / 36 / 35 / 33.5 / 32,Inverter cao cấp,RZF60DVM,RZF,1,Dàn nóng,23,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Áp trần,FHA60DVMV-RZF60DVM,7,58,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,58,114|115,6,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,2,20500,220-240/220-230,"1 Pha, 220-240 / 220-230V, 50 / 60Hz"
20.5 / 18.8 / 17 / 15.5 / 14,1,71,7.1,VERIFIED_TECHNICAL_TABLE,-27300,10900,-8.0,3.2,1_chieu,3.64,6.34,Áp trần,ceiling_suspended,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FHA71DVMV,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FHA71DVMV/RZF71DVM,Điều hòa Daikin SkyAir Áp trần FHA71DVMV/RZF71DVM,38 / 37 / 36 / 35 / 34,Inverter cao cấp,RZF71DVM,RZF,1,Dàn nóng,23,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Áp trần,FHA71DVMV-RZF71DVM,8,58,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,58,114|115,6,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,2,24200,220-240/220-230,"1 Pha, 220-240 / 220-230V, 50 / 60Hz"
28 / 26 / 24 / 22 / 20,1,100,10.0,VERIFIED_TECHNICAL_TABLE,-38200,17100,-11.2,5.0,1_chieu,3.09,5.17,Áp trần,ceiling_suspended,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FHA100CVMV,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FHA100CVMV/RZF100CVM,Điều hòa Daikin SkyAir Áp trần FHA100CVMV/RZF100CVM,42 / 40 / 38 / 36 / 34,Inverter cao cấp,RZF100CVM,RZF,1,Dàn nóng,23,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Áp trần,FHA100CVMV-RZF100CVM,6,58,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,58,114|115,6,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,3,34100,220-240,"1 Pha, 220-240V, 50 / 60Hz"
31 / 29 / 27 / 25 / 23,1,125,12.5,VERIFIED_TECHNICAL_TABLE,-47800,19500,-14.0,5.7,1_chieu,2.91,5.09,Áp trần,ceiling_suspended,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FHA125CVMA,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FHA125CVMA/RZF125CVM,Điều hòa Daikin SkyAir Áp trần FHA125CVMA/RZF125CVM,44 / 42.5 / 41 / 39 / 37,Inverter cao cấp,RZF125CVM,RZF,1,Dàn nóng,23,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Áp trần,FHA125CVMA-RZF125CVM,7,58,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,58,114|115,6,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,3,42700,220-240,"1 Pha, 220-240V, 50 / 60Hz"
34 / 31.5 / 29 / 26.5 / 24,1,140,14.0,VERIFIED_TECHNICAL_TABLE,-52900,21200,-15.5,6.2,1_chieu,2.59,4.78,Áp trần,ceiling_suspended,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FHA140CVMA,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FHA140CVMA/RZF140CVM,Điều hòa Daikin SkyAir Áp trần FHA140CVMA/RZF140CVM,46 / 44 / 42 / 40 / 38,Inverter cao cấp,RZF140CVM,RZF,1,Dàn nóng,23,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Áp trần,FHA140CVMA-RZF140CVM,8,58,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,58,114|115,6,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,3,47800,220-240,"1 Pha, 220-240V, 50 / 60Hz"
20.5 / 18.8 / 17 / 15.5 / 14,1,71,7.1,VERIFIED_TECHNICAL_TABLE,-27300,10900,-8.0,3.2,1_chieu,3.64,6.34,Áp trần,ceiling_suspended,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FHA71DVMV,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FHA71DVMV/RZF71DYM,Điều hòa Daikin SkyAir Áp trần FHA71DVMV/RZF71DYM,38 / 37 / 36 / 35 / 34,Inverter cao cấp,RZF71DYM,RZF,3,Dàn nóng,23,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Áp trần,FHA71DVMV-RZF71DYM,5,58,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,58,114|115,6,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,4,24200,380-415/380,"3 Pha, 380-415 / 380V, 50 / 60Hz"
28 / 26 / 24 / 22 / 20,1,100,10.0,VERIFIED_TECHNICAL_TABLE,-38200,17100,-11.2,5.0,1_chieu,3.09,5.17,Áp trần,ceiling_suspended,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FHA100CVMV,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FHA100CVMV/RZF100CYM,Điều hòa Daikin SkyAir Áp trần FHA100CVMV/RZF100CYM,42 / 40 / 38 / 36 / 34,Inverter cao cấp,RZF100CYM,RZF,3,Dàn nóng,23,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Áp trần,FHA100CVMV-RZF100CYM,5,58,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,58,114|115,6,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,5,34100,380-415/380,"3 Pha, 380-415 / 380V, 50 / 60Hz"
31 / 29 / 27 / 25 / 23,1,125,12.5,VERIFIED_TECHNICAL_TABLE,-47800,19500,-14.0,5.7,1_chieu,2.91,5.09,Áp trần,ceiling_suspended,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FHA125CVMA,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FHA125CVMA/RZF125CYM,Điều hòa Daikin SkyAir Áp trần FHA125CVMA/RZF125CYM,44 / 42.5 / 41 / 39 / 37,Inverter cao cấp,RZF125CYM,RZF,3,Dàn nóng,23,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Áp trần,FHA125CVMA-RZF125CYM,6,58,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,58,114|115,6,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,5,42700,380-415/380,"3 Pha, 380-415 / 380V, 50 / 60Hz"
34 / 31.5 / 29 / 26.5 / 24,1,140,14.0,VERIFIED_TECHNICAL_TABLE,-52900,21200,-15.5,6.2,1_chieu,2.59,4.78,Áp trần,ceiling_suspended,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FHA140CVMA,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FHA140CVMA/RZF140CYM,Điều hòa Daikin SkyAir Áp trần FHA140CVMA/RZF140CYM,46 / 44 / 42 / 40 / 38,Inverter cao cấp,RZF140CYM,RZF,3,Dàn nóng,23,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Áp trần,FHA140CVMA-RZF140CYM,7,58,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,58,114|115,6,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,5,47800,380-415/380,"3 Pha, 380-415 / 380V, 50 / 60Hz"
23 / 21 / 18.5 / 16 / 13.5,1,50,5.0,VERIFIED_TECHNICAL_TABLE,-20500,4800,-6.0,1.4,2_chieu,4.50,7.22,Round Flow có Streamer,cassette,,PDF_TABLE_VISUAL_VERIFICATION,50Hz,50Hz,,FCTF50AVM,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,heat_pump,FCTF50AVM/RZA50DV2V,Điều hòa Daikin SkyAir Round Flow có Streamer FCTF50AVM/RZA50DV2V,37 / 34.5 / 32 / 29.5 / 27.5,Inverter cao cấp,RZA50DV2V,RZA,1,Dàn nóng,24,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZA - Round Flow có Streamer,FCTF50AVM-RZA50DV2V,5,59,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,59,116|117,7,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,2,17100,220,"1 Pha, 220V, 50Hz"
23 / 21 / 18.5 / 16 / 13.5,1,50,5.0,VERIFIED_TECHNICAL_TABLE,-20500,4800,-6.0,1.4,2_chieu,4.50,7.22,Round Flow,cassette,,PDF_TABLE_VISUAL_VERIFICATION,50Hz,50Hz,,FCF50CVM,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,heat_pump,FCF50CVM/RZA50DV2V,Điều hòa Daikin SkyAir Round Flow FCF50CVM/RZA50DV2V,37 / 34.5 / 32 / 29.5 / 27.5,Inverter cao cấp,RZA50DV2V,RZA,1,Dàn nóng,24,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZA - Round Flow,FCF50CVM-RZA50DV2V,5,59,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,59,116|117,7,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,2,17100,220,"1 Pha, 220V, 50Hz"
23 / 21 / 18.5 / 16 / 13.5,1,60,6.0,VERIFIED_TECHNICAL_TABLE,-24200,4800,-7.1,1.4,2_chieu,4.03,6.85,Round Flow có Streamer,cassette,,PDF_TABLE_VISUAL_VERIFICATION,50Hz,50Hz,,FCTF60AVM,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,heat_pump,FCTF60AVM/RZA60DV2V,Điều hòa Daikin SkyAir Round Flow có Streamer FCTF60AVM/RZA60DV2V,37 / 34.5 / 32 / 29.5 / 27.5,Inverter cao cấp,RZA60DV2V,RZA,1,Dàn nóng,24,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZA - Round Flow có Streamer,FCTF60AVM-RZA60DV2V,6,59,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,59,116|117,7,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,2,20500,220,"1 Pha, 220V, 50Hz"
