indoor_model,outdoor_model,series,feature_key,availability,condition,source_page,confidence
FTHF35XVMV,RHF35XVMV,FTHF,anti_mold_streamer,YES,25/35 only,4-5,VERIFIED
FTHF35XVMV,RHF35XVMV,FTHF,anti_mold_indoor,NO,50/60/71 only,4-5,VERIFIED
FTHF35XVMV,RHF35XVMV,FTHF,enzyme_blue_pm25,YES,,4-5,VERIFIED
FTHF35XVMV,RHF35XVMV,FTHF,powerful,YES,,4-5,VERIFIED
FTHF35XVMV,RHF35XVMV,FTHF,indoor_quiet,YES,,4-5,VERIFIED
FTHF35XVMV,RHF35XVMV,FTHF,outdoor_quiet,YES,,4-5,VERIFIED
FTHF35XVMV,RHF35XVMV,FTHF,night_mode,YES,,4-5,VERIFIED
FTHF35XVMV,RHF35XVMV,FTHF,comfort_sleep,NO,,4-5,VERIFIED
FTHF35XVMV,RHF35XVMV,FTHF,comfort_airflow,YES,,4-5,VERIFIED
FTHF35XVMV,RHF35XVMV,FTHF,airflow_3d,NO,,4-5,VERIFIED
FTHF35XVMV,RHF35XVMV,FTHF,intelligent_eye,YES,,4-5,VERIFIED
FTHF35XVMV,RHF35XVMV,FTHF,intelligent_eye_2_area,NO,,4-5,VERIFIED
FTHF35XVMV,RHF35XVMV,FTHF,standby_saving,YES,,4-5,VERIFIED
FTHF35XVMV,RHF35XVMV,FTHF,econo,YES,,4-5,VERIFIED
FTHF35XVMV,RHF35XVMV,FTHF,smartphone_control,OPTIONAL_ACCESSORY,Tùy chọn,4-5,VERIFIED
FTHF35XVMV,RHF35XVMV,FTHF,backlit_remote,NO,50/60/71 only,4-5,VERIFIED
FTHF35XVMV,RHF35XVMV,FTHF,child_lock,NO,50/60/71 only,4-5,VERIFIED
FTHF35XVMV,RHF35XVMV,FTHF,timer,YES,,4-5,VERIFIED
FTHF35XVMV,RHF35XVMV,FTHF,super_pcb,YES,25/35 only,4-5,VERIFIED
FTHF35XVMV,RHF35XVMV,FTHF,anti_corrosion_fin,YES,,4-5,VERIFIED
FTHF35XVMV,RHF35XVMV,FTHF,microchannel,NO,,4-5,VERIFIED
FTHF35XVMV,RHF35XVMV,FTHF,dual_power_supply,NO,,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,hybrid_cooling,NO,,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,humidity_sensor,NO,,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,humi_comfort,YES,,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,humi_comfort_plus,NO,,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,streamer,YES,,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,anti_mold_streamer,YES,,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,anti_mold_indoor,NO,,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,enzyme_blue_pm25,YES,25/35 only,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,powerful,YES,,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,indoor_quiet,YES,,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,outdoor_quiet,YES,,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,night_mode,YES,,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,comfort_sleep,NO,,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,comfort_airflow,YES,,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,airflow_3d,YES,,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,intelligent_eye,NO,,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,intelligent_eye_2_area,NO,,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,standby_saving,YES,,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,econo,YES,,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,smartphone_control,YES,,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,backlit_remote,YES,,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,child_lock,NO,,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,timer,YES,,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,super_pcb,YES,,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,anti_corrosion_fin,YES,ATKF25/35,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,microchannel,NO,,4-5,VERIFIED
ATKF35ZVMV,ARKF35ZVMV,ATKF,dual_power_supply,YES,,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,hybrid_cooling,NO,,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,humidity_sensor,NO,,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,humi_comfort,YES,,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,humi_comfort_plus,NO,,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,streamer,NO,,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,anti_mold_streamer,NO,,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,anti_mold_indoor,YES,,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,enzyme_blue_pm25,YES,ATKB25/35,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,powerful,YES,,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,indoor_quiet,YES,,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,outdoor_quiet,YES,,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,night_mode,YES,,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,comfort_sleep,NO,,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,comfort_airflow,YES,,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,airflow_3d,NO,,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,intelligent_eye,NO,,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,intelligent_eye_2_area,NO,,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,standby_saving,YES,,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,econo,YES,,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,smartphone_control,OPTIONAL_ACCESSORY,Tùy chọn,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,backlit_remote,NO,,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,child_lock,NO,,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,timer,YES,,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,super_pcb,YES,,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,anti_corrosion_fin,YES,ATKB25/35,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,microchannel,NO,,4-5,VERIFIED
ATKB35ZVMV,ARKB35ZVMV,ATKB,dual_power_supply,YES,,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,hybrid_cooling,YES,,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,humidity_sensor,NO,,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,humi_comfort,NO,,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,humi_comfort_plus,NO,,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,streamer,YES,,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,anti_mold_streamer,YES,,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,anti_mold_indoor,NO,,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,enzyme_blue_pm25,NO,Enzyme Blue; catalog does not mark PM2.5,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,powerful,YES,,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,indoor_quiet,YES,,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,outdoor_quiet,YES,,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,night_mode,YES,,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,comfort_sleep,NO,,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,comfort_airflow,YES,,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,airflow_3d,YES,,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,intelligent_eye,YES,,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,intelligent_eye_2_area,NO,25/35 only,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,standby_saving,YES,,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,econo,YES,,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,smartphone_control,YES,,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,backlit_remote,YES,,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,child_lock,NO,,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,timer,YES,24H,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,super_pcb,YES,,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,anti_corrosion_fin,NO,25/35 only,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,microchannel,YES,50/60/71 only,4-5,VERIFIED
FTKZ50VVMV,RKZ50VVMV,FTKZ,dual_power_supply,NO,,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,hybrid_cooling,NO,,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,humidity_sensor,NO,,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,humi_comfort,NO,,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,humi_comfort_plus,YES,,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,streamer,YES,,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,anti_mold_streamer,YES,,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,anti_mold_indoor,NO,,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,enzyme_blue_pm25,YES,,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,powerful,YES,,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,indoor_quiet,YES,,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,outdoor_quiet,YES,,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,night_mode,YES,,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,comfort_sleep,YES,,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,comfort_airflow,YES,,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,airflow_3d,YES,,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,intelligent_eye,YES,,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,intelligent_eye_2_area,NO,,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,standby_saving,YES,,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,econo,YES,,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,smartphone_control,YES,,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,backlit_remote,YES,,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,child_lock,NO,,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,timer,YES,24H,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,super_pcb,YES,,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,anti_corrosion_fin,YES,,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,microchannel,NO,,4-5,VERIFIED
FTKM50AVMV,RKM50AVMV,FTKM,dual_power_supply,YES,,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,hybrid_cooling,NO,,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,humidity_sensor,YES,,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,humi_comfort,NO,,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,humi_comfort_plus,NO,,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,streamer,YES,,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,anti_mold_streamer,YES,,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,anti_mold_indoor,NO,,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,enzyme_blue_pm25,YES,,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,powerful,YES,,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,indoor_quiet,YES,,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,outdoor_quiet,YES,,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,night_mode,YES,,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,comfort_sleep,NO,,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,comfort_airflow,YES,,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,airflow_3d,YES,,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,intelligent_eye,YES,,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,intelligent_eye_2_area,NO,,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,standby_saving,YES,,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,econo,YES,,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,smartphone_control,YES,,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,backlit_remote,YES,,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,child_lock,YES,,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,timer,YES,,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,super_pcb,YES,,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,anti_corrosion_fin,NO,25/35 only,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,microchannel,YES,50/60/71 only,4-5,VERIFIED
FTKY50ZVMV,RKY50ZVMV,FTKY,dual_power_supply,NO,,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,hybrid_cooling,NO,,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,humidity_sensor,NO,,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,humi_comfort,YES,,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,humi_comfort_plus,NO,,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,streamer,YES,,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,anti_mold_streamer,YES,,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,anti_mold_indoor,NO,,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,enzyme_blue_pm25,YES,50/60/71 only,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,powerful,YES,,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,indoor_quiet,YES,,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,outdoor_quiet,YES,,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,night_mode,YES,,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,comfort_sleep,NO,,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,comfort_airflow,YES,,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,airflow_3d,YES,,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,intelligent_eye,NO,,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,intelligent_eye_2_area,NO,,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,standby_saving,YES,,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,econo,YES,,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,smartphone_control,YES,,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,backlit_remote,YES,,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,child_lock,NO,,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,timer,YES,,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,super_pcb,YES,,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,anti_corrosion_fin,YES,25/35/50 only,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,microchannel,NO,60/71 only,4-5,VERIFIED
FTKF50ZVMV,RKF50ZVMV,FTKF,dual_power_supply,YES,,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,hybrid_cooling,NO,,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,humidity_sensor,NO,,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,humi_comfort,YES,,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,humi_comfort_plus,NO,,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,streamer,NO,,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,anti_mold_streamer,NO,,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,anti_mold_indoor,YES,,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,enzyme_blue_pm25,OPTIONAL,Tùy chọn,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,powerful,YES,,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,indoor_quiet,YES,,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,outdoor_quiet,YES,,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,night_mode,YES,,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,comfort_sleep,NO,,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,comfort_airflow,YES,,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,airflow_3d,NO,,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,intelligent_eye,NO,,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,intelligent_eye_2_area,NO,,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,standby_saving,YES,,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,econo,YES,,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,smartphone_control,OPTIONAL_ACCESSORY,Tùy chọn,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,backlit_remote,NO,,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,child_lock,NO,,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,timer,YES,,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,super_pcb,YES,,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,anti_corrosion_fin,YES,,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,microchannel,NO,,4-5,VERIFIED
FTHB50ZVMV,RHB50ZVMV,FTHB,dual_power_supply,YES,,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,hybrid_cooling,NO,,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,humidity_sensor,NO,,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,humi_comfort,YES,,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,humi_comfort_plus,NO,,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,streamer,NO,,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,anti_mold_streamer,NO,,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,anti_mold_indoor,YES,,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,enzyme_blue_pm25,NO,,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,powerful,YES,,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,indoor_quiet,YES,,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,outdoor_quiet,YES,,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,night_mode,YES,,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,comfort_sleep,NO,,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,comfort_airflow,YES,,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,airflow_3d,NO,,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,intelligent_eye,NO,,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,intelligent_eye_2_area,NO,,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,standby_saving,YES,,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,econo,YES,,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,smartphone_control,OPTIONAL_ACCESSORY,Tùy chọn,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,backlit_remote,NO,,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,child_lock,NO,,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,timer,YES,,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,super_pcb,YES,,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,anti_corrosion_fin,YES,25/35/50 only,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,microchannel,NO,60 only,4-5,VERIFIED
FTKB50ZVMV,RKB50ZVMV,FTKB,dual_power_supply,YES,,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,hybrid_cooling,NO,,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,humidity_sensor,NO,,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,humi_comfort,NO,,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,humi_comfort_plus,NO,,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,streamer,NO,,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,anti_mold_streamer,NO,,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,anti_mold_indoor,NO,,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,enzyme_blue_pm25,OPTIONAL,Tùy chọn,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,powerful,YES,,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,indoor_quiet,YES,,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,outdoor_quiet,YES,,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,night_mode,YES,,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,comfort_sleep,NO,,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,comfort_airflow,YES,,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,airflow_3d,NO,,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,intelligent_eye,NO,,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,intelligent_eye_2_area,NO,,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,standby_saving,YES,,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,econo,YES,,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,smartphone_control,NO,,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,backlit_remote,NO,,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,child_lock,NO,,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,timer,YES,,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,super_pcb,NO,,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,anti_corrosion_fin,YES,,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,microchannel,NO,,4-5,VERIFIED
FTF50XV1V,RF50XV1V,FTF,dual_power_supply,NO,,4-5,VERIFIED
FTXM50XVMV,RXM50XVMV,FTXM,hybrid_cooling,YES,,4-5,VERIFIED
FTXM50XVMV,RXM50XVMV,FTXM,humidity_sensor,NO,,4-5,VERIFIED
FTXM50XVMV,RXM50XVMV,FTXM,humi_comfort,NO,,4-5,VERIFIED
FTXM50XVMV,RXM50XVMV,FTXM,humi_comfort_plus,NO,,4-5,VERIFIED
FTXM50XVMV,RXM50XVMV,FTXM,streamer,NO,,4-5,VERIFIED
FTXM50XVMV,RXM50XVMV,FTXM,anti_mold_streamer,NO,,4-5,VERIFIED
FTXM50XVMV,RXM50XVMV,FTXM,anti_mold_indoor,NO,,4-5,VERIFIED
FTXM50XVMV,RXM50XVMV,FTXM,enzyme_blue_pm25,YES,,4-5,VERIFIED
FTXM50XVMV,RXM50XVMV,FTXM,powerful,YES,,4-5,VERIFIED
FTXM50XVMV,RXM50XVMV,FTXM,indoor_quiet,YES,,4-5,VERIFIED
FTXM50XVMV,RXM50XVMV,FTXM,outdoor_quiet,YES,,4-5,VERIFIED
FTXM50XVMV,RXM50XVMV,FTXM,night_mode,YES,,4-5,VERIFIED
FTXM50XVMV,RXM50XVMV,FTXM,comfort_sleep,NO,,4-5,VERIFIED
FTXM50XVMV,RXM50XVMV,FTXM,comfort_airflow,YES,,4-5,VERIFIED
FTXM50XVMV,RXM50XVMV,FTXM,airflow_3d,YES,,4-5,VERIFIED
FTXM50XVMV,RXM50XVMV,FTXM,intelligent_eye,YES,,4-5,VERIFIED
FTXM50XVMV,RXM50XVMV,FTXM,intelligent_eye_2_area,NO,25/35 only,4-5,VERIFIED
FTXM50XVMV,RXM50XVMV,FTXM,standby_saving,YES,,4-5,VERIFIED
FTXM50XVMV,RXM50XVMV,FTXM,econo,YES,,4-5,VERIFIED
FTXM50XVMV,RXM50XVMV,FTXM,smartphone_control,OPTIONAL_ACCESSORY,Tùy chọn,4-5,VERIFIED
FTXM50XVMV,RXM50XVMV,FTXM,backlit_remote,YES,,4-5,VERIFIED
